1001.0	1109.0
11277.0	11341.0
13133.0	13185.0
14593.0	14705.0
16949.0	17253.0
22185.0	22293.0
23417.0	23553.0
24381.0	24485.0
24633.0	24729.0
27417.0	27477.0
27625.0	27685.0
27809.0	27881.0
29177.0	29501.0
30581.0	30649.0
31209.0	31397.0
35433.0	35509.0
35825.0	35881.0
37693.0	37781.0
38877.0	39037.0
39481.0	39629.0
40805.0	40865.0
41405.0	41465.0
41737.0	41793.0
41929.0	42009.0
47061.0	47113.0
48453.0	48597.0
50349.0	50653.0
52465.0	52605.0
56617.0	56773.0
58773.0	58977.0
61481.0	61589.0
63285.0	63385.0
65621.0	65773.0
68449.0	68589.0
70017.0	70089.0
74157.0	74253.0
74513.0	74621.0
75461.0	75549.0
75833.0	75985.0
78222.0	78522.0
78990.0	79062.0
82386.0	82454.0
94386.0	94518.0
95810.0	95874.0
96018.0	96146.0
101818.0	101890.0
103402.0	103562.0
104402.0	104566.0
105594.0	105666.0
106882.0	106994.0
107822.0	107950.0
108890.0	108990.0
111802.0	111870.0
113090.0	113158.0
114258.0	114394.0
114530.0	114590.0
118430.0	118574.0
120626.0	120710.0
120814.0	120886.0
123698.0	124054.0
125034.0	125166.0
126386.0	126438.0
127866.0	127958.0
131618.0	131694.0
132034.0	132226.0
137082.0	137426.0
139150.0	139258.0
142546.0	142638.0
143426.0	143578.0
147718.0	147862.0
155122.0	155286.0
155978.0	156042.0
157554.0	157606.0
160470.0	160602.0
162254.0	162334.0
163258.0	163926.0
166426.0	166550.0
166658.0	166782.0
168238.0	168294.0
172530.0	172662.0
173518.0	173646.0
176546.0	176690.0
176926.0	177062.0
178250.0	178342.0
178450.0	178558.0
178798.0	178990.0
179250.0	179346.0
186054.0	186262.0
190350.0	190542.0
193058.0	193254.0
194306.0	194390.0
197166.0	197558.0
200226.0	200346.0
202574.0	202646.0
205446.0	205766.0
205886.0	206114.0
206694.0	206838.0
207974.0	208114.0
210486.0	210582.0
211638.0	211738.0
213906.0	214018.0
214822.0	214942.0
216438.0	216622.0
220170.0	220274.0
223282.0	223358.0
224806.0	224966.0
225258.0	225454.0
228778.0	229062.0
231350.0	231422.0
236462.0	236686.0
236970.0	237038.0
238738.0	238902.0
240066.0	240118.0
240614.0	240750.0
242382.0	242570.0
246658.0	246910.0
248846.0	248934.0
250090.0	250186.0
252678.0	252794.0
258686.0	258818.0
259450.0	259522.0
262650.0	262958.0
263210.0	263290.0
264890.0	265018.0
266970.0	267106.0
272906.0	273038.0
273342.0	273414.0
274198.0	274286.0
279882.0	280070.0
286494.0	286678.0
289298.0	289478.0
292590.0	292818.0
294750.0	294862.0
295610.0	295686.0
299150.0	299210.0
303062.0	303126.0
310810.0	310866.0
315778.0	315890.0
