13	0.30240
17	0.28624
21	0.40934
25	0.44108
29	0.41147
33	0.40858
37	0.39489
41	0.19747
45	0.25565
49	0.07412
53	0.12742
57	-0.31979
61	-0.62361
65	-0.85006
69	-1.08311
73	-1.21139
77	-1.29550
81	-1.19951
85	-1.11318
89	-1.06272
93	-0.99947
97	-1.11103
101	-1.00236
105	-0.92064
109	-0.83105
113	-0.80896
117	-0.66773
121	-0.57584
125	-0.61371
129	-0.58659
133	-0.61690
137	-0.57237
141	-0.51373
145	-0.49754
149	-0.39662
153	-0.44070
157	-0.40895
161	-0.51044
165	-0.39056
169	-0.31540
173	-0.26820
177	-0.20691
181	-0.12707
185	-0.09298
189	-0.05443
193	-0.10015
197	-0.03379
201	0.05815
205	0.07392
209	0.07989
213	0.15048
217	0.16688
221	0.11454
225	0.04097
229	0.06736
233	0.11488
237	0.15127
241	0.16688
245	0.19139
249	0.17515
253	0.13504
257	0.08994
261	-0.02467
265	-0.06711
269	-0.17115
273	-0.17190
277	-0.13986
281	-0.19482
285	-0.18535
289	-0.14407
293	-0.14791
297	-0.12423
301	-0.14254
305	-0.09580
309	-0.07134
313	-0.01229
317	0.01688
321	-0.01229
325	0.03101
329	0.06747
333	-0.05746
337	-0.04001
341	-0.04550
345	0.03888
349	-0.02225
353	0.04147
357	-0.00638
361	0.11985
365	0.08318
369	0.12522
373	0.11985
377	0.12522
381	0.16366
385	0.19760
389	0.20091
393	0.22076
397	0.22076
401	0.26859
405	0.24531
409	0.28963
413	0.33643
417	0.35141
421	0.35036
425	0.30268
429	0.24531
433	0.09626
437	0.11887
441	-0.01521
445	-0.01695
449	-0.21157
453	-0.22468
457	-0.22392
461	-0.36571
465	-0.47761
469	-0.51272
473	-0.55398
477	-0.49576
481	-0.63647
485	-0.54034
489	-0.58111
493	-0.59184
497	-0.72067
501	-0.82185
505	-0.96793
509	-1.02466
513	-1.19398
517	-1.39372
521	-1.40143
525	-1.37166
529	-1.40699
533	-1.20461
537	-1.07236
541	-0.70848
545	-0.72964
549	-0.75649
553	-0.77180
557	-0.68500
561	-0.58822
565	-0.62325
569	-0.58848
573	-0.45509
577	-0.39244
581	-0.35134
585	-0.28141
589	-0.11833
593	0.06886
597	0.03772
601	0.10512
605	0.07114
609	0.18837
613	0.20707
617	0.20502
621	0.19642
625	0.16219
629	0.17989
633	0.21910
637	0.29943
641	0.38159
645	0.43838
649	0.43778
653	0.47058
657	0.40122
661	0.55292
665	0.35685
669	0.33857
673	0.08755
677	0.04018
681	-0.35650
685	-0.80923
689	-1.28427
693	-1.46789
697	-1.66565
701	-2.05356
705	-2.32131
709	-2.54145
713	-2.74346
717	-2.60558
721	-2.78550
725	-2.47965
729	-2.37561
733	-1.95106
737	-2.09933
741	-1.69397
745	-1.67065
749	-1.51579
753	-1.32865
757	-1.22542
761	-1.37688
765	-1.49534
769	-1.59277
773	-1.33370
777	-1.58857
781	-1.50430
785	-1.84312
789	-1.76660
793	-1.73167
797	-1.53303
801	-1.24272
805	-1.04284
809	-0.88333
813	-0.77147
817	-0.69280
821	-0.57903
825	-0.37869
829	-0.28415
833	-0.06671
837	-0.06763
841	0.07935
845	0.08154
849	0.12259
853	0.15507
857	0.21726
861	0.20766
865	0.15419
869	0.11712
873	0.08776
877	0.06261
881	0.07855
885	-0.00594
889	0.00000
893	0.00064
897	0.06952
901	0.10738
905	0.05942
909	0.08847
913	-0.02227
917	-0.05344
921	-0.14450
925	-0.07296
929	-0.18245
933	-0.18390
937	-0.25728
941	-0.32599
945	-0.41504
949	-0.49072
953	-0.74421
957	-0.62084
961	-0.63656
965	-0.67203
969	-0.80047
973	-0.77056
977	-0.73621
981	-0.66698
985	-0.51115
989	-0.41174
993	-0.23386
997	-0.11120
1001	-0.01192
1005	0.02996
1009	0.07844
1013	0.07844
1017	0.11647
1021	0.17030
1025	0.21281
1029	0.27936
1033	0.27465
1037	0.25916
1041	0.29436
1045	0.32583
1049	0.43815
1053	0.58001
1057	0.46472
1061	0.28985
1065	0.18035
1069	0.18612
1073	0.00000
1077	0.00000
1081	-0.23310
1085	-0.23310
1089	-0.28734
1093	-0.34165
1097	-0.41400
1101	-0.34165
1105	-0.33003
1109	-0.37102
1113	-0.43910
1117	-0.41562
1121	-0.40186
1125	-0.30697
1129	-0.28153
1133	-0.24022
1137	-0.21530
1141	-0.20689
1145	-0.17358
1149	-0.22159
1153	-0.07747
1157	-0.01332
1161	0.08048
1165	0.10039
1169	0.15390
1173	0.04662
1177	0.00983
1181	-0.05323
1185	0.03461
1189	0.00432
1193	0.11710
1197	0.15086
1201	0.15086
1205	0.06572
1209	0.00952
1213	-0.00561
1217	-0.02297
1221	-0.01723
1225	-0.07556
1229	-0.12048
1233	-0.07541
1237	-0.11831
1241	-0.13907
1245	-0.14675
1249	-0.16527
1253	-0.16527
1257	-0.26716
1261	-0.23907
1265	-0.12122
1269	-0.06608
1273	-0.03334
1277	0.04244
1281	0.04762
1285	0.08457
1289	0.13882
1293	0.14725
1297	0.20942
1301	0.25880
1305	0.28824
1309	0.25501
1313	0.24451
1317	0.32697
1321	0.34154
1325	0.36320
1329	0.42651
1333	0.44508
1337	0.48998
